ID	Name	Team	Position	Age	nhlId	BirthDate
759	Coda Gordon	N/A	Forward	27	8477001	1994-08-04
760	Cody Almond	N/A	Forward	32	8474042	1989-07-24
761	Cody Bass	N/A	Forward	34	8471760	1987-01-07
762	Cody Ceci	Edmonton Oilers	Defenseman	27	8476879	1993-12-21
763	Cody Eakin	Buffalo Sabres	Forward	30	8475236	1991-05-24
764	Cody Franson	N/A	Defenseman	34	8471742	1987-08-08
765	Cody Glass	Nashville Predators	Forward	22	8479996	1999-04-01
766	Cody Goloubef	N/A	Defenseman	31	8474597	1989-11-30
767	Cody Hodgson	N/A	Forward	31	8474570	1990-02-18
768	Cody Kunyk	N/A	Forward	31	8477832	1990-05-20
769	Cody McCormick	N/A	Forward	38	8469591	1983-04-18
770	Cody McLeod	N/A	Forward	37	8471657	1984-06-26
771	Cody Payne	N/A	Forward	27	8477016	1994-01-14
772	Colby Ambrosio	Colorado Avalanche	Forward	19	8482189	2002-08-07
773	Colby Armstrong	N/A	Forward	38	8469474	1982-11-23
774	Colby Cave	N/A	Forward	26	8477529	1994-12-26
775	Colby Robak	N/A	Defenseman	31	8474606	1990-04-24
776	Colby Williams	N/A	Defenseman	26	8478894	1995-01-26
777	Cole Bardreau	N/A	Forward	28	8478367	1993-07-22
778	Cole Brady	New Jersey Devils	Goalie	20	8481744	2001-02-12
779	Cole Candella	N/A	Defenseman	23	8479461	1998-02-13
780	Cole Cassels	N/A	Forward	26	8477412	1995-05-04
781	Cole Caufield	Montréal Canadiens	Forward	20	8481540	2001-01-02
782	Cole Coskey	N/A	Forward	22	8480371	1999-06-01
783	Cole Fonstad	N/A	Forward	21	8480809	2000-04-24
784	Cole Fraser	N/A	Defenseman	22	8480215	1999-08-23
785	Cole Guttman	Tampa Bay Lightning	Forward	22	8480252	1999-04-06
786	Cole Huckins	Calgary Flames	Forward	18	8482664	2003-05-14
787	Cole Hults	Arizona Coyotes	Defenseman	23	8480217	1998-05-22
788	Cole Jordan	Calgary Flames	Defenseman	18	8482876	2002-09-21
789	Cole Koepke	Tampa Bay Lightning	Forward	23	8481043	1998-05-17
790	Cole Krygier	Florida Panthers	Defenseman	21	8481051	2000-05-05
791	Cole Moberg	N/A	Defenseman	20	8481682	2000-10-17
792	Cole Perfetti	Winnipeg Jets	Forward	19	8482149	2002-01-01
793	Cole Reinhardt	Ottawa Senators	Forward	21	8481133	2000-02-01
794	Cole Schneider	N/A	Forward	31	8476766	1990-08-26
795	Cole Schwindt	Florida Panthers	Forward	20	8481655	2001-04-25
796	Cole Sillinger	Columbus Blue Jackets	Forward	18	8482705	2003-05-16
797	Cole Smith	Nashville Predators	Forward	25	8482062	1995-10-28
798	Cole Ully	N/A	Forward	26	8477363	1995-02-20
799	Colin Blackwell	Seattle Kraken	Forward	28	8476278	1993-03-28
800	Colin Fraser	N/A	Forward	36	8470662	1985-01-28
801	Colin Greening	N/A	Forward	35	8471862	1986-03-09
802	Colin McDonald	N/A	Forward	36	8470644	1984-09-30
803	Colin Miller	Buffalo Sabres	Defenseman	28	8476525	1992-10-29
804	Colin Smith	N/A	Forward	28	8476536	1993-06-20
805	Colin Stuart	N/A	Forward	39	8469582	1982-07-08
806	Colin White	Ottawa Senators	Forward	24	8478400	1997-01-30
807	Colin White	N/A	Defenseman	43	8465005	1977-12-12
808	Colin Wilson	N/A	Forward	31	8474569	1989-10-20
809	Collin Adams	New York Islanders	Forward	23	8479551	1998-04-24
810	Collin Delia	Chicago Blackhawks	Goalie	27	8480420	1994-06-20
811	Collin Olson	N/A	Goalie	27	8477007	1994-04-04
812	Colten Ellis	St. Louis Blues	Goalie	20	8481551	2000-10-05
813	Colten Teubert	N/A	Defenseman	31	8474575	1990-03-08
814	Colton Dach	Chicago Blackhawks	Forward	18	8482703	2003-01-04
815	Colton Gillies	N/A	Forward	32	8474121	1989-02-12
816	Colton Hargrove	N/A	Forward	29	8477029	1992-06-25
817	Colton Orr	N/A	Forward	39	8468778	1982-03-03
818	Colton Parayko	St. Louis Blues	Defenseman	28	8476892	1993-05-12
819	Colton Point	Dallas Stars	Goalie	23	8479589	1998-03-04
820	Colton Sceviour	N/A	Forward	32	8474098	1989-04-20
821	Colton Sissons	Nashville Predators	Forward	27	8476925	1993-11-05
822	Colton White	New Jersey Devils	Defenseman	24	8478841	1997-05-03
823	Conner Bleackley	N/A	Forward	25	8477954	1996-02-07
824	Conner Roulette	Dallas Stars	Forward	18	8482709	2003-05-13
825	Connor Brickley	N/A	Forward	29	8475736	1992-02-25
826	Connor Brown	Ottawa Senators	Forward	27	8477015	1994-01-14
827	Connor Bunnaman	Philadelphia Flyers	Forward	23	8479382	1998-04-16
828	Connor Carrick	Seattle Kraken	Defenseman	27	8476941	1994-04-13
829	Connor Chatham	N/A	Forward	25	8478002	1995-10-30
830	Connor Clifton	Boston Bruins	Defenseman	26	8477365	1995-04-28
831	Connor Corcoran	Vegas Golden Knights	Defenseman	21	8480993	2000-08-07
832	Connor Dewar	Minnesota Wild	Forward	22	8480980	1999-06-26
833	Connor Hall	N/A	Defenseman	23	8479515	1998-02-21
834	Connor Hellebuyck	Winnipeg Jets	Goalie	28	8476945	1993-05-19
835	Connor Hobbs	N/A	Defenseman	24	8478453	1997-01-04
836	Connor Hurley	Buffalo Sabres	Forward	26	8477459	1995-09-15
837	Connor Ingram	Nashville Predators	Goalie	24	8478971	1997-03-31
838	Connor Jones	N/A	Forward	31	8477881	1990-08-16
839	Connor Kelley	Chicago Blackhawks	Defenseman	19	8482948	2002-01-30
840	Connor Knapp	N/A	Goalie	31	8475303	1990-05-01
841	Connor Lockhart	Vancouver Canucks	Forward	18	8482743	2003-01-21
842	Connor Mackey	Calgary Flames	Defenseman	25	8482067	1996-09-12
843	Connor McClennon	Philadelphia Flyers	Forward	19	8482220	2002-06-25
844	Connor McDavid	Edmonton Oilers	Forward	24	8478402	1997-01-13
845	Connor McMichael	Washington Capitals	Forward	20	8481580	2001-01-15
846	Connor Murphy	Chicago Blackhawks	Defenseman	28	8476473	1993-03-26
847	Connor Zary	Calgary Flames	Forward	19	8482074	2001-09-25
848	Conor Allen	N/A	Defenseman	31	8477214	1990-01-31
849	Conor Garland	Vancouver Canucks	Forward	25	8478856	1996-03-11
850	Conor Sheary	Washington Capitals	Forward	29	8477839	1992-06-08
851	Conor Timmins	Arizona Coyotes	Defenseman	23	8479982	1998-09-18
852	Cooper Marody	Edmonton Oilers	Forward	24	8478442	1996-12-20
853	Cooper Moore	Detroit Red Wings	Defenseman	20	8481745	2001-02-16
854	Corban Knight	N/A	Forward	31	8475260	1990-09-10
855	Corey Crawford	New Jersey Devils	Goalie	36	8470645	1984-12-31
856	Corey Perry	Tampa Bay Lightning	Forward	36	8470621	1985-05-16
857	Corey Potter	N/A	Defenseman	37	8470714	1984-01-05
858	Corey Tropp	N/A	Forward	32	8474130	1989-07-25
859	Corson Ceulemans	Columbus Blue Jackets	Defenseman	18	8482678	2003-05-05
860	Cory Conacher	N/A	Forward	31	8476195	1989-12-14
861	Cory Emmerton	N/A	Forward	33	8473558	1988-06-01
862	Cory Sarich	N/A	Defenseman	43	8464981	1978-08-16
863	Cory Schneider	N/A	Goalie	35	8471239	1986-03-18
864	Craig Adams	N/A	Forward	44	8465166	1977-04-26
865	Craig Anderson	Buffalo Sabres	Goalie	40	8467950	1981-05-21
866	Craig Cunningham	N/A	Forward	31	8475414	1990-09-13
867	Craig Smith	Boston Bruins	Forward	32	8475225	1989-09-05
868	Cristiano Digiacinto	N/A	Forward	25	8478098	1996-01-10
869	Cristopher Nilstorp	N/A	Goalie	37	8476846	1984-02-16
870	Croix Evingson	N/A	Defenseman	24	8480295	1997-08-28
871	Cross Hanas	Detroit Red Wings	Forward	19	8482106	2002-01-05
872	Curtis Douglas	N/A	Forward	21	8480876	2000-03-06
873	Curtis Glencross	N/A	Forward	38	8471185	1982-12-28
874	Curtis Hall	Boston Bruins	Forward	21	8480838	2000-04-26
875	Curtis Hamilton	N/A	Forward	29	8475734	1991-12-04
876	Curtis Lazar	Boston Bruins	Forward	26	8477508	1995-02-02
877	Curtis McElhinney	N/A	Goalie	38	8470147	1983-05-23
878	Curtis McKenzie	N/A	Forward	30	8475310	1991-02-22
879	Curtis Sanford	N/A	Goalie	41	8468166	1979-10-05
880	Curtis Valk	N/A	Forward	28	8477583	1993-02-08
881	D'Artagnan Joly	N/A	Forward	22	8480057	1999-04-07
882	DJ King	N/A	Forward	37	8470294	1984-06-27
883	Daemon Hunt	Minnesota Wild	Defenseman	19	8482094	2002-05-15
884	Dainius Zubrus	N/A	Forward	43	8464977	1978-06-16
885	Dakota Joshua	St. Louis Blues	Forward	25	8478057	1996-05-15
886	Dakota Mermis	Minnesota Wild	Defenseman	27	8477541	1994-01-05
887	Dale Weise	N/A	Forward	33	8474668	1988-08-05
888	Dalton Prout	N/A	Defenseman	31	8474774	1990-03-13
889	Dalton Smith	N/A	Forward	29	8475748	1992-06-30
890	Dalton Thrower	N/A	Defenseman	27	8476926	1993-12-20
891	Damien Brunner	N/A	Forward	35	8477059	1986-03-09
892	Damien Giroux	Minnesota Wild	Forward	21	8480994	2000-03-03
893	Damien Riat	Washington Capitals	Forward	24	8479584	1997-02-26
894	Damon Severson	New Jersey Devils	Defenseman	27	8476923	1994-08-07
895	Dan Boyle	N/A	Defenseman	45	8467096	1976-07-12
896	Dan Ellis	N/A	Goalie	41	8468540	1980-06-19
897	Dan Girardi	N/A	Defenseman	37	8471958	1984-04-29
898	Dan Hamhuis	N/A	Defenseman	38	8469465	1982-12-13
899	Dan Renouf	Detroit Red Wings	Defenseman	27	8479252	1994-06-01
900	Dan Vladar	Calgary Flames	Goalie	24	8478435	1997-08-20
901	Dana Tyrell	N/A	Forward	32	8474095	1989-04-23
902	Dane Birks	N/A	Defenseman	26	8477397	1995-08-29
903	Dane Byers	N/A	Forward	35	8471261	1986-02-21
904	Danick Martel	N/A	Forward	26	8478365	1994-12-12
905	Daniel Alfredsson	N/A	Forward	48	8460621	1972-12-11
906	Daniel Altshuller	N/A	Goalie	27	8476909	1994-07-24
907	Daniel Audette	N/A	Forward	25	8478076	1996-05-06
908	Daniel Bang	N/A	Forward	34	8476835	1987-04-19
909	Daniel Bernhardt	N/A	Forward	25	8478853	1996-04-11
910	Daniel Brickley	N/A	Defenseman	26	8480771	1995-03-30
911	Daniel Briere	N/A	Forward	43	8464975	1977-10-06
912	Daniel Bukac	N/A	Defenseman	22	8480270	1999-04-29
913	Daniel Carcillo	N/A	Forward	36	8470666	1985-01-28
914	Daniel Carr	N/A	Forward	29	8477901	1991-11-01
915	Daniel Catenacci	N/A	Forward	28	8476401	1993-03-09
916	Daniel Cleary	N/A	Forward	42	8466149	1978-12-18
917	Daniel Gunnarsson	N/A	Defenseman	29	8476943	1992-04-15
918	Daniel Laatsch	Pittsburgh Penguins	Defenseman	19	8482952	2002-02-13
919	Daniel Ljungman	Dallas Stars	Forward	19	8482491	2002-04-03
920	Daniel Paille	N/A	Forward	37	8470230	1984-04-15
921	Daniel Sedin	N/A	Forward	40	8467875	1980-09-26
922	Daniel Sprong	Washington Capitals	Forward	24	8478466	1997-03-17
923	Daniel Taylor	N/A	Goalie	35	8471433	1986-04-28
924	Daniel Torgersson	Winnipeg Jets	Forward	19	8482139	2002-01-26
925	Daniel Walcott	Tampa Bay Lightning	Forward	27	8478069	1994-02-19
926	Daniel Winnik	N/A	Forward	36	8471476	1985-03-06
927	Daniel Zaar	N/A	Forward	27	8477011	1994-04-24
928	Daniil Chayka	Vegas Golden Knights	Defenseman	18	8482688	2002-10-22
929	Daniil Chechelev	Calgary Flames	Goalie	20	8482513	2001-02-23
930	Daniil Misyul	New Jersey Devils	Defenseman	20	8481536	2000-10-20
931	Daniil Pylenkov	Tampa Bay Lightning	Defenseman	20	8482944	2000-09-26
932	Daniil Sobolev	Montréal Canadiens	Defenseman	18	8482717	2003-03-03
933	Daniil Tarasov	Columbus Blue Jackets	Goalie	22	8480193	1999-03-27
934	Daniil Tarasov	N/A	Forward	30	8476549	1991-06-20
935	Daniil Zharkov	N/A	Forward	27	8476977	1994-02-06
936	Danil Gushchin	San Jose Sharks	Forward	19	8482101	2002-02-06
937	Danil Savunov	Arizona Coyotes	Forward	20	8481673	2000-12-23
938	Danil Yurtaykin	N/A	Forward	24	8481515	1997-07-01
939	Danila Klimovich	Vancouver Canucks	Forward	18	8482918	2003-01-09
940	Danila Zhuravlyov	Colorado Avalanche	Defenseman	21	8481071	2000-04-08
941	Danny Biega	N/A	Defenseman	29	8475732	1991-09-29
942	Danny DeKeyser	Detroit Red Wings	Defenseman	31	8477215	1990-03-07
943	Danny O'Regan	Anaheim Ducks	Forward	27	8476982	1994-01-30
944	Dante Fabbro	Nashville Predators	Defenseman	23	8479371	1998-06-20
945	Danton Heinen	Pittsburgh Penguins	Forward	26	8478046	1995-07-05
946	Dany Heatley	N/A	Forward	40	8468482	1981-01-21
947	Darcy Hordichuk	N/A	Forward	41	8468660	1980-08-10
948	Darcy Kuemper	Colorado Avalanche	Goalie	31	8475311	1990-05-05
949	Darnell Nurse	Edmonton Oilers	Defenseman	26	8477498	1995-02-04
950	Darren Archibald	N/A	Forward	31	8475423	1990-02-09
951	Darren Dietz	N/A	Defenseman	28	8476379	1993-07-17
952	Darren Helm	Colorado Avalanche	Forward	34	8471794	1987-01-21
953	Darroll Powe	N/A	Forward	36	8473932	1985-06-22
954	Darryl Boyce	N/A	Forward	37	8470986	1984-07-07
955	Dave Bolland	N/A	Forward	35	8471245	1986-06-05
956	Dave Dziurzynski	N/A	Forward	31	8475661	1989-10-06
957	David Ayres	N/A	Goalie	44	8479188	1977-08-12
958	David Backes	N/A	Forward	37	8470655	1984-05-01
959	David Bernhardt	N/A	Defenseman	23	8479565	1997-12-01
960	David Booth	N/A	Forward	36	8471266	1984-11-24
961	David Broll	N/A	Forward	28	8476304	1993-01-04
962	David Clarkson	N/A	Forward	37	8470920	1984-03-31
963	David Cotton	Carolina Hurricanes	Forward	24	8478504	1997-07-09
964	David Desharnais	N/A	Forward	35	8471976	1986-09-14
965	David Drake	N/A	Defenseman	26	8477331	1995-01-07
966	David Farrance	Nashville Predators	Defenseman	22	8480063	1999-06-23
967	David Gustafsson	Winnipeg Jets	Forward	21	8481019	2000-04-11
968	David Hrenak	Los Angeles Kings	Goalie	23	8481069	1998-05-05
969	David Jones	N/A	Forward	37	8470877	1984-08-10
970	David Kampf	Toronto Maple Leafs	Forward	26	8480144	1995-01-12
971	David Kase	Philadelphia Flyers	Forward	24	8478436	1997-01-28
972	David Krejci	N/A	Forward	35	8471276	1986-04-28
973	David Legwand	N/A	Forward	41	8467330	1980-08-17
974	David McIntyre	N/A	Forward	34	8473511	1987-02-04
975	David Moss	N/A	Forward	39	8469664	1981-12-28
976	David Musil	N/A	Defenseman	28	8476426	1993-04-09
977	David Noel	N/A	Defenseman	22	8480214	1999-04-10
978	David Pastrnak	Boston Bruins	Forward	25	8477956	1996-05-25
979	David Perron	St. Louis Blues	Forward	33	8474102	1988-05-28
980	David Pope	N/A	Forward	26	8477434	1994-09-27
981	David Quenneville	N/A	Defenseman	23	8479566	1998-03-13
982	David Rittich	Nashville Predators	Goalie	29	8479496	1992-08-19
983	David Rundblad	N/A	Defenseman	30	8475182	1990-10-08
984	David Savard	Montréal Canadiens	Defenseman	30	8475233	1990-10-22
985	David Schlemko	N/A	Defenseman	34	8473673	1987-05-07
986	David Steckel	N/A	Forward	39	8469483	1982-03-15
987	David Tendeck	Arizona Coyotes	Goalie	21	8480996	1999-11-25
988	David Ullstrom	N/A	Forward	32	8474666	1989-04-22
989	David Van Der Gulik	N/A	Forward	38	8470189	1983-04-20
990	David Warsofsky	N/A	Defenseman	31	8474660	1990-05-30
991	David Westlund	N/A	Defenseman	26	8478091	1995-02-05
992	David Wolf	N/A	Forward	32	8477913	1989-09-15
993	Davis Drewiske	N/A	Defenseman	36	8474518	1984-11-22
994	Dawson Barteaux	Dallas Stars	Defenseman	21	8480999	2000-01-12
995	Dawson Mercer	New Jersey Devils	Forward	19	8482110	2001-10-27
996	Daymond Langkow	N/A	Forward	44	8462036	1976-09-27
997	Dean Kukan	Columbus Blue Jackets	Defenseman	28	8478567	1993-07-08
998	Dean Stewart	N/A	Defenseman	23	8479600	1998-06-12
999	Declan Chisholm	Winnipeg Jets	Defenseman	21	8480990	2000-01-12
1000	Declan McDonnell	Tampa Bay Lightning	Forward	19	8482474	2002-02-25
1001	Demetrios Koumontzis	Calgary Flames	Forward	21	8481062	2000-03-24
1002	Denis Grebeshkov	N/A	Defenseman	37	8470268	1983-10-11
1003	Denis Gurianov	Dallas Stars	Forward	24	8478495	1997-06-07
1004	Denis Malgin	Toronto Maple Leafs	Forward	24	8478843	1997-01-18
1005	Denis Smirnov	N/A	Forward	24	8480287	1997-08-12
1006	Dennis Busby	N/A	Defenseman	21	8480989	2000-01-06
1007	Dennis Cholowski	Seattle Kraken	Defenseman	23	8479395	1998-02-15
1008	Dennis Everberg	N/A	Forward	29	8477902	1991-12-31
1009	Dennis Gilbert	Colorado Avalanche	Defenseman	24	8478502	1996-10-30
1010	Dennis Rasmussen	N/A	Forward	31	8477929	1990-07-03
1011	Dennis Seidenberg	N/A	Defenseman	40	8469619	1981-07-18
1012	Dennis Wideman	N/A	Defenseman	38	8469770	1983-03-20
1013	Dennis Yan	N/A	Forward	24	8478459	1997-04-14
1014	Derek Dorsett	N/A	Forward	34	8473432	1986-12-20
1015	Derek Forbort	Boston Bruins	Defenseman	29	8475762	1992-03-04
1016	Derek Grant	Anaheim Ducks	Forward	31	8474683	1990-04-20
1017	Derek Joslin	N/A	Defenseman	34	8471810	1987-03-17
1018	Derek MacKenzie	N/A	Forward	40	8468001	1981-06-11
1019	Derek Meech	N/A	Defenseman	37	8470061	1984-04-21
1020	Derek Morris	N/A	Defenseman	43	8464966	1978-08-24
1021	Derek Roy	N/A	Forward	38	8469485	1983-05-04
1022	Derek Ryan	Edmonton Oilers	Forward	34	8478585	1986-12-29
1023	Derek Smith	N/A	Defenseman	36	8473953	1984-10-13
1024	Derek Stepan	Carolina Hurricanes	Forward	31	8474613	1990-06-18
1025	Derek Whitmore	N/A	Forward	36	8474500	1984-12-17
1026	Derick Brassard	N/A	Forward	33	8473544	1987-09-22
1027	Derrick Pouliot	N/A	Defenseman	27	8476884	1994-01-16
1028	Deryk Engelland	N/A	Defenseman	39	8468674	1982-04-03
1029	Devan Dubnyk	N/A	Goalie	35	8471227	1986-05-04
1030	Devante Smith-Pelly	N/A	Forward	29	8475758	1992-06-14
1031	Devante Stephens	Vancouver Canucks	Defenseman	24	8478855	1997-01-02
1032	Deven Sideroff	N/A	Forward	24	8478496	1997-04-14
1033	Devin Setoguchi	N/A	Forward	34	8471682	1987-01-01
1034	Devin Shore	Edmonton Oilers	Forward	27	8476913	1994-07-19
1035	Devon Levi	Buffalo Sabres	Goalie	19	8482221	2001-12-27
1036	Devon Toews	Colorado Avalanche	Defenseman	27	8478038	1994-02-21
1037	Dillon Dube	Calgary Flames	Forward	23	8479346	1998-07-20
1038	Dillon Fournier	N/A	Defenseman	27	8476935	1994-06-15
1039	Dillon Hamaliuk	San Jose Sharks	Forward	20	8481549	2000-10-30
1040	Dillon Heatherington	Ottawa Senators	Defenseman	26	8477471	1995-05-09
1041	Dillon Simpson	N/A	Defenseman	28	8476416	1993-02-10
1042	Dion Phaneuf	N/A	Defenseman	36	8470602	1985-04-10
1043	Dmitri Kostenko	Montréal Canadiens	Defenseman	18	8482710	2002-09-25
1044	Dmitri Rashevsky	Winnipeg Jets	Forward	20	8482935	2000-10-09
1045	Dmitri Samorukov	Edmonton Oilers	Defenseman	22	8480041	1999-06-16
1046	Dmitri Voronkov	Columbus Blue Jackets	Forward	21	8481716	2000-09-10
1047	Dmitrij Jaskin	Arizona Coyotes	Forward	28	8476436	1993-03-23
1048	Dmitriy Zaitsev	N/A	Defenseman	23	8479604	1998-01-18
1049	Dmitry Korobov	N/A	Defenseman	32	8477082	1989-03-12
1050	Dmitry Kulikov	Minnesota Wild	Defenseman	30	8475179	1990-10-29
1051	Dmitry Kuzmin	Winnipeg Jets	Defenseman	18	8482920	2003-04-23
1052	Dmitry Orlov	Washington Capitals	Defenseman	30	8475200	1991-07-23
1053	Dmitry Ovchinnikov	Toronto Maple Leafs	Forward	19	8482488	2002-08-19
1054	Dmitry Semykin	Tampa Bay Lightning	Defenseman	21	8481060	2000-02-24
1055	Dmitry Sinitsyn	N/A	Defenseman	27	8476985	1994-06-17
1056	Dmitry Sokolov	N/A	Forward	23	8479563	1998-04-14
1057	Dmitry Zavgorodniy	Calgary Flames	Forward	21	8481005	2000-08-11
1058	Dmitry Zhukenov	Vancouver Canucks	Forward	24	8478850	1997-03-24
1059	Dmitry Zlodeyev	Vancouver Canucks	Forward	19	8482498	2002-02-15
1060	Dmytro Timashov	N/A	Forward	24	8478857	1996-10-01
1061	Domenick Fensore	Carolina Hurricanes	Defenseman	20	8481562	2001-09-07
1062	Dominic Basse	Chicago Blackhawks	Goalie	20	8481753	2001-04-22
1063	Dominic Moore	N/A	Forward	41	8468575	1980-08-03
1064	Dominic Toninato	Winnipeg Jets	Forward	27	8476952	1994-03-09
1065	Dominic Turgeon	Minnesota Wild	Forward	25	8477994	1996-02-25
1066	Dominik Bokk	Carolina Hurricanes	Forward	21	8480827	2000-02-03
1067	Dominik Kahun	N/A	Forward	26	8480946	1995-07-02
1068	Dominik Kubalik	Chicago Blackhawks	Forward	26	8477330	1995-08-21
1069	Dominik Lakatos	N/A	Forward	24	8480235	1997-04-08
1070	Dominik Masin	Tampa Bay Lightning	Defenseman	25	8477966	1996-02-01
1071	Dominik Simon	Pittsburgh Penguins	Forward	27	8478866	1994-08-08
1072	Dominik Uher	N/A	Forward	28	8476339	1992-12-31
1073	Donovan Sebrango	Detroit Red Wings	Defenseman	19	8482131	2002-01-12
1074	Doug Janik	N/A	Defenseman	41	8467928	1980-03-26
1075	Dougie Hamilton	New Jersey Devils	Defenseman	28	8476462	1993-06-17
1076	Douglas Murray	N/A	Defenseman	41	8468114	1980-03-12
1077	Doyle Somerby	N/A	Defenseman	27	8476951	1994-07-04
1078	Drake Batherson	Ottawa Senators	Forward	23	8480208	1998-04-27
1079	Drake Caggiula	Buffalo Sabres	Forward	27	8479465	1994-06-20
1080	Drake Rymsha	N/A	Forward	23	8480221	1998-08-06
1081	Drayson Bowman	N/A	Forward	32	8474137	1989-03-08
1082	Drew Commesso	Chicago Blackhawks	Goalie	19	8482123	2002-07-19
1083	Drew Doughty	Los Angeles Kings	Defenseman	31	8474563	1989-12-08
1084	Drew Helleson	Colorado Avalanche	Defenseman	20	8481563	2001-03-26
1085	Drew LeBlanc	N/A	Forward	32	8477243	1989-06-29
1086	Drew MacIntyre	N/A	Goalie	38	8469569	1983-06-24
1087	Drew Miller	N/A	Forward	37	8470778	1984-02-17
1088	Drew O'Connor	Pittsburgh Penguins	Forward	23	8482055	1998-06-09
1089	Drew Shore	N/A	Forward	30	8475213	1991-01-29
1090	Drew Stafford	N/A	Forward	35	8471226	1985-10-30
1091	Dru Krebs	Washington Capitals	Defenseman	18	8482892	2003-02-16
1092	Dryden Hunt	New York Rangers	Forward	25	8478211	1995-11-24
1093	Duncan Keith	Edmonton Oilers	Defenseman	38	8470281	1983-07-16
1094	Duncan Siemens	N/A	Defenseman	28	8476464	1993-09-07
1095	Dustin Brown	Los Angeles Kings	Forward	36	8470606	1984-11-04
1096	Dustin Byfuglien	N/A	Defenseman	36	8470834	1985-03-27
1097	Dustin Jeffrey	N/A	Forward	33	8474138	1988-02-27
1098	Dustin Penner	N/A	Forward	38	8471208	1982-09-28
1099	Dustin Tokarski	Buffalo Sabres	Goalie	32	8474682	1989-09-16
1100	Dustin Wolf	Calgary Flames	Goalie	20	8481692	2001-04-16
1101	Dustyn McFaul	Boston Bruins	Defenseman	21	8481076	2000-08-04
1102	Dwayne Roloson	N/A	Goalie	51	8460806	1969-10-12
1103	Dwight King	N/A	Forward	32	8474100	1989-07-05
1104	Dwyer Tschantz	N/A	Forward	26	8478128	1995-03-22
1105	Dylan Blujus	N/A	Defenseman	27	8476860	1994-01-22
1106	Dylan Coghlan	Vegas Golden Knights	Defenseman	23	8479639	1998-02-19
1107	Dylan Cozens	Buffalo Sabres	Forward	20	8481528	2001-02-09
1108	Dylan DeMelo	Winnipeg Jets	Defenseman	28	8476331	1993-05-01
1109	Dylan Duke	Tampa Bay Lightning	Forward	18	8482663	2003-03-04
1110	Dylan Ferguson	Vegas Golden Knights	Goalie	22	8480263	1998-09-20
1111	Dylan Gambrell	San Jose Sharks	Forward	25	8479580	1996-08-26
1112	Dylan Garand	New York Rangers	Goalie	19	8482193	2002-06-07
1113	Dylan Guenther	Arizona Coyotes	Forward	18	8482699	2003-04-10
1114	Dylan Holloway	Edmonton Oilers	Forward	19	8482077	2001-09-23
1115	Dylan Labbe	N/A	Defenseman	26	8477432	1995-01-09
1116	Dylan Larkin	Detroit Red Wings	Forward	25	8477946	1996-07-30
1117	Dylan McIlrath	Washington Capitals	Defenseman	29	8475795	1992-04-20
1118	Dylan Olsen	N/A	Defenseman	30	8475153	1991-01-03
1119	Dylan Peterson	St. Louis Blues	Forward	19	8482121	2002-01-08
1120	Dylan Reese	N/A	Defenseman	37	8470798	1984-08-29
1121	Dylan Sadowy	N/A	Forward	25	8478012	1996-04-02
1122	Dylan Samberg	Winnipeg Jets	Defenseman	22	8480049	1999-01-24
1123	Dylan Sikura	Colorado Avalanche	Forward	26	8478106	1995-06-01
1124	Dylan Strome	Chicago Blackhawks	Forward	24	8478440	1997-03-07
1125	Dylan Wells	Carolina Hurricanes	Goalie	23	8479380	1998-01-03
1126	Dysin Mayo	Arizona Coyotes	Defenseman	25	8478062	1996-08-17
1127	Eamon McAdam	N/A	Goalie	26	8477438	1994-09-24
1128	Eamon Powell	Tampa Bay Lightning	Defenseman	19	8482096	2002-05-10
1129	Ed Jovanovski	N/A	Defenseman	45	8460492	1976-06-26
1130	Eddie Lack	N/A	Goalie	33	8475663	1988-01-05
1131	Edgars Kulda	N/A	Forward	26	8478120	1994-11-13
1132	Edward Pasquale	N/A	Goalie	30	8475277	1990-11-20
1133	Eeli Tolvanen	Nashville Predators	Forward	22	8480009	1999-04-22
1134	Eemeli Rasanen	N/A	Defenseman	22	8480010	1999-03-06
1135	Eemil Viro	Detroit Red Wings	Defenseman	19	8482163	2002-04-03
1136	Eetu Liukas	New York Islanders	Forward	18	8482882	2002-09-25
1137	Eetu Luostarinen	Florida Panthers	Forward	23	8480185	1998-09-02
1138	Eetu Makiniemi	Carolina Hurricanes	Goalie	22	8480199	1999-04-19
1139	Eetu Pakkila	New Jersey Devils	Forward	21	8481052	1999-10-03
1140	Eetu Tuulola	Calgary Flames	Forward	23	8479408	1998-03-17
1141	Egor Afanasyev	Nashville Predators	Forward	20	8481585	2001-01-23
1142	Egor Korshkov	Carolina Hurricanes	Forward	25	8479510	1996-07-10
1143	Egor Serdyuk	N/A	Forward	20	8481670	2001-06-03
1144	Egor Sokolov	Ottawa Senators	Forward	21	8481102	2000-06-07
1145	Egor Yakovlev	N/A	Defenseman	30	8480948	1991-09-17
1146	Egor Zamula	Philadelphia Flyers	Defenseman	21	8481178	2000-03-30
1147	Elias Lindholm	Calgary Flames	Forward	26	8477496	1994-12-02
1148	Elias Pettersson	Vancouver Canucks	Forward	22	8480012	1998-11-12
1149	Elliot Desnoyers	Philadelphia Flyers	Forward	19	8482452	2002-01-21
1150	Elliot Ekefjard	Arizona Coyotes	Forward	19	8482467	2002-01-25
1151	Elliot Ekmark	Florida Panthers	Forward	19	8482505	2002-01-29
